
NVIDIA Corporation,Last: 544.43,Change:  1.94
"Date: December 7, 2020, 6:59 PM EST",Bid: 542,Ask: 544.27,Size: 1*1,"Volume: 2,478,620"
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri Dec 18 2020,NVDA201218C00790000,0.0350000001490116,0,0,0.09,0,0.6901,0.0012,0.0001,16,790.00,NVDA201218P00790000,251.050003051758,0,244.3,247.15,0,1.2333,-0.9484,0.0009,5
Fri Dec 18 2020,NVDA201218C00795000,0.0350000001490116,0,0,0.13,0,0.6972,0.0011,0.0001,14,795.00,NVDA201218P00795000,255.424995422363,0,249.3,252.15,0,1.234,-0.9513,0.0009,6
Fri Dec 18 2020,NVDA201218C00800000,0.0299999993294477,0.01,0,0.09,168,0.7114,0.0011,0.0001,624,800.00,NVDA201218P00800000,260.625,0,254.3,257.15,0,1.2446,-0.9526,0.0008,6
Fri Dec 18 2020,NVDA201218C00805000,0.0400000000372529,0,0.01,0.12,0,0.7701,0.0021,0.0001,20,805.00,NVDA201218P00805000,265.525009155273,0,259.3,262.15,0,1.2685,-0.9519,0.0008,0
Fri Dec 18 2020,NVDA201218C00810000,0.0350000001490116,0,0,0.12,0,0.7496,0.0014,0.0001,23,810.00,NVDA201218P00810000,270.524993896484,0,264.3,267.15,0,1.2869,-0.9519,0.0008,0
Fri Dec 18 2020,NVDA201218C00815000,0.025000000372529,0,0,0.12,0,0.7354,0.001,0,5,815.00,NVDA201218P00815000,275.475006103516,0,269.05,272.15,0,1.2943,-0.9536,0.0008,0
Fri Dec 18 2020,NVDA201218C00820000,0.025000000372529,0,0,0.12,0,0.7451,0.001,0,292,820.00,NVDA201218P00820000,280.574996948242,0,274.05,277.15,0,1.3069,-0.9544,0.0008,0
Fri Dec 18 2020,NVDA201218C00825000,0.025000000372529,0,0,0.12,0,0.7549,0.0009,0,27,825.00,NVDA201218P00825000,285.524993896484,0,279.05,282.15,0,1.3413,-0.9521,0.0008,0
Fri Dec 18 2020,NVDA201218C00830000,0.0199999995529652,0,0,0.12,0,0.7633,0.0009,0,10,830.00,NVDA201218P00830000,290.875,0,284.05,287.15,0,1.3589,-0.9522,0.0008,0
Fri Dec 18 2020,NVDA201218C00835000,0.0299999993294477,0,0,0.12,0,0.8586,0.0026,0.0001,17,835.00,NVDA201218P00835000,295.824996948242,0,289.05,292.15,0,1.3713,-0.953,0.0008,0
Fri Dec 18 2020,NVDA201218C00840000,0.0199999995529652,0,0,0.12,0,0.7828,0.0009,0,21,840.00,NVDA201218P00840000,300.974990844727,0,294.05,297.15,0,1.3725,-0.9553,0.0007,28
Fri Dec 18 2020,NVDA201218C00845000,0.0199999995529652,0,0,0.12,0,0.7813,0.0008,0,13,845.00,NVDA201218P00845000,305.425003051758,0,299.35,302.15,0,1.3901,-0.9553,0.0007,0
Fri Dec 18 2020,NVDA201218C00850000,0.0199999995529652,-0.01,0,0.12,1,0.8102,0.001,0,35,850.00,NVDA201218P00850000,310.524993896484,-7.875,304.3,307.15,2,1.3962,-0.9567,0.0007,0
Fri Dec 18 2020,NVDA201218C00855000,0.0149999996647239,0,0,0.12,0,0.7998,0.0007,0,7,855.00,NVDA201218P00855000,315.574996948242,0,309.3,312.15,0,1.4018,-0.9582,0.0007,2
Fri Dec 18 2020,NVDA201218C00860000,0.0249999994412065,-0.005,0.02,0.12,1,0.9098,0.0024,0.0001,738,860.00,NVDA201218P00860000,320.900009155273,0,314.3,317.15,0,1.4278,-0.9571,0.0007,28
Fri Dec 18 2020,NVDA201218C00865000,0.0149999996647239,0,0,0.12,0,0.8933,0.0018,0.0001,10,865.00,NVDA201218P00865000,325.400009155273,0,319.35,322.15,0,1.4392,-0.9578,0.0007,0
Fri Dec 18 2020,NVDA201218C00870000,0.0549999997019768,0,0,0.12,0,0.9031,0.0018,0.0001,1,870.00,NVDA201218P00870000,330.375,0,324.3,327.15,0,1.4818,-0.9546,0.0007,0
Fri Dec 18 2020,NVDA201218C00875000,0.0149999996647239,0,0,0.12,0,0.9129,0.0018,0.0001,2,875.00,NVDA201218P00875000,335.899993896484,0,329.3,332.15,0,1.4761,-0.9573,0.0006,0
Fri Dec 18 2020,NVDA201218C00880000,0.0149999996647239,0,0,0.12,0,0.8457,0.0007,0,9,880.00,NVDA201218P00880000,340.825012207031,0,334.3,337.15,0,1.4929,-0.9573,0.0006,0
Fri Dec 18 2020,NVDA201218C00890000,0.0149999996647239,0,0,0.13,0,0.8669,0.0007,0,0,890.00,NVDA201218P00890000,350.800003051758,0,344.3,347.15,0,1.5114,-0.959,0.0006,0
Fri Dec 18 2020,NVDA201218C00900000,0.0149999996647239,0,0,0.13,0,0.885,0.0007,0,0,900.00,NVDA201218P00900000,360.475006103516,0,354.3,357.15,0,1.5475,-0.9585,0.0006,0
Fri Dec 18 2020,NVDA201218C00910000,0.0149999996647239,0,0,0.13,0,0.9009,0.0007,0,0,910.00,NVDA201218P00910000,370.849990844727,0,364.3,367.15,0,1.5773,-0.9587,0.0006,0
Fri Dec 18 2020,NVDA201218C00920000,0.0149999996647239,0,0,0.13,0,0.9455,0.0009,0,1,920.00,NVDA201218P00920000,380.5,0,374.35,377.15,0,1.6169,-0.9579,0.0006,0
Fri Dec 18 2020,NVDA201218C00930000,0.0149999996647239,0,0,0.13,0,0.9549,0.0008,0,18,930.00,NVDA201218P00930000,390.824996948242,0,384.3,387.15,0,1.6266,-0.9601,0.0006,0
Fri Dec 18 2020,NVDA201218C00940000,0.0149999996647239,0,0,0.13,0,1.0712,0.0022,0.0001,0,940.00,NVDA201218P00940000,400.900009155273,0,394.3,397.15,0,1.6704,-0.9587,0.0006,0
Fri Dec 18 2020,NVDA201218C00950000,0.0149999996647239,0,0,0.13,0,1.0922,0.0023,0.0001,11,950.00,NVDA201218P00950000,410.474990844727,0,404.3,407.15,0,1.6614,-0.9627,0.0005,0
Fri Dec 18 2020,NVDA201218C00960000,0.0149999996647239,0,0,0.13,0,1.1121,0.0023,0.0001,1,960.00,NVDA201218P00960000,420.925003051758,0,414.3,417.15,0,1.6861,-0.9631,0.0005,0
Fri Dec 18 2020,NVDA201218C00970000,0.0149999996647239,0,0,0.03,0,1.0047,0.0006,0,0,970.00,NVDA201218P00970000,430.399993896484,0,424.3,427.15,0,1.7173,-0.9629,0.0005,1
Fri Dec 18 2020,NVDA201218C00980000,0.0149999996647239,0,0,0.03,0,1.0159,0.0006,0,165,980.00,NVDA201218P00980000,440.399993896484,0,434.3,437.15,0,1.7411,-0.9633,0.0005,3
Thu Dec 24 2020,NVDA201224C00270000,269.149993896484,0,272.55,276.2,0,0.02,1,0.0004,0,270.00,NVDA201224P00270000,0.0750000029802322,0,0,0.14,0,1.1528,-0.0017,0,0
Thu Dec 24 2020,NVDA201224C00275000,264.199996948242,0,267.55,271.05,0,0.02,1,0.0004,0,275.00,NVDA201224P00275000,0.0750000029802322,0,0,0.15,0,1.1356,-0.0018,0,0
Thu Dec 24 2020,NVDA201224C00280000,259.175003051758,0,262.55,266.05,0,0.02,1,0.0004,0,280.00,NVDA201224P00280000,0.0799999982118606,0,0,0.15,0,1.1052,-0.0019,0,0
Thu Dec 24 2020,NVDA201224C00285000,254.074996948242,0,257.55,261.05,0,0.02,1,0.0004,0,285.00,NVDA201224P00285000,0.0799999982118606,0,0,0.16,0,1.086,-0.002,0.0001,3
Thu Dec 24 2020,NVDA201224C00290000,249.125,0,252.55,256,0,0.02,1,0.0004,0,290.00,NVDA201224P00290000,0.0850000008940697,0,0,0.16,0,1.0635,-0.0022,0.0001,0
Thu Dec 24 2020,NVDA201224C00295000,244.099998474121,0,247.55,250.9,0,0.02,1,0.0004,0,295.00,NVDA201224P00295000,0.0850000008940697,0,0,0.16,0,1.0375,-0.0022,0.0001,1
Thu Dec 24 2020,NVDA201224C00300000,239.150001525879,0,242.55,246,0,0.02,1,0.0005,3,300.00,NVDA201224P00300000,0.0900000035762787,0,0,0.17,2,1.0142,-0.0024,0.0001,30
Thu Dec 24 2020,NVDA201224C00305000,234.125,0,237.55,240.9,0,0.02,1,0.0005,0,305.00,NVDA201224P00305000,0.0900000035762787,0,0,0.17,0,0.9879,-0.0024,0.0001,0
Thu Dec 24 2020,NVDA201224C00310000,229.150001525879,0,232.55,236.1,0,0.02,1,0.0005,0,310.00,NVDA201224P00310000,0.0949999988079071,0,0,0.17,0,0.9622,-0.0025,0.0001,1
Thu Dec 24 2020,NVDA201224C00315000,224.099998474121,0,227.55,231.1,0,0.02,1,0.0005,0,315.00,NVDA201224P00315000,0.100000001490116,0,0,0.18,0,0.9417,-0.0027,0.0001,2
Thu Dec 24 2020,NVDA201224C00320000,219.175003051758,0,222.55,226,0,0.02,1,0.0005,3,320.00,NVDA201224P00320000,0.100000001490116,0,0,0.18,0,0.9166,-0.0027,0.0001,4
Thu Dec 24 2020,NVDA201224C00325000,214.125,0,217.55,221.1,0,0.02,1,0.0005,0,325.00,NVDA201224P00325000,0.104999996721745,0,0,0.18,0,0.8964,-0.0029,0.0001,0
Thu Dec 24 2020,NVDA201224C00330000,209.175003051758,0,212.55,215.9,0,0.02,1,0.0005,0,330.00,NVDA201224P00330000,0.104999996721745,0,0,0.19,0,0.8727,-0.003,0.0001,0
Thu Dec 24 2020,NVDA201224C00335000,204.224998474121,0,207.55,211.1,0,0.02,1,0.0006,0,335.00,NVDA201224P00335000,0.104999996721745,0,0,0.19,0,0.8483,-0.0031,0.0001,0
Thu Dec 24 2020,NVDA201224C00340000,199.200004577637,0,202.55,206.1,0,0.02,1,0.0006,5,340.00,NVDA201224P00340000,0.109999999403954,0,0,0.19,0,0.8243,-0.0032,0.0001,2
Thu Dec 24 2020,NVDA201224C00345000,194.175003051758,0,197.55,201.05,0,0.02,1,0.0006,0,345.00,NVDA201224P00345000,0.109999999403954,0,0,0.2,0,0.8053,-0.0034,0.0001,4
Thu Dec 24 2020,NVDA201224C00350000,189.174995422363,0,192.55,196.05,0,0.02,1,0.0006,0,350.00,NVDA201224P00350000,0.109999999403954,0,0,0.2,0,0.7823,-0.0035,0.0001,0
Thu Dec 24 2020,NVDA201224C00355000,184.25,0,187.55,190.95,0,0.02,1,0.0006,5,355.00,NVDA201224P00355000,0.109999999403954,0,0,0.2,0,0.759,-0.0036,0.0001,1
Thu Dec 24 2020,NVDA201224C00360000,179.25,0,182.55,185.95,0,0.02,1,0.0006,0,360.00,NVDA201224P00360000,0.109999999403954,0,0,0.2,0,0.7098,-0.0028,0.0001,71
Thu Dec 24 2020,NVDA201224C00365000,174.199996948242,0,177.55,181,0,0.02,1,0.0007,0,365.00,NVDA201224P00365000,0.109999999403954,0,0,0.2,0,0.7136,-0.0038,0.0001,2
Thu Dec 24 2020,NVDA201224C00370000,169.224998474121,0,172.55,176.15,0,0.02,1,0.0007,1,370.00,NVDA201224P00370000,0.109999999403954,0,0,0.2,0,0.6582,-0.0027,0.0001,0
Thu Dec 24 2020,NVDA201224C00375000,164.299995422363,0,167.5,170.95,0,0.02,1,0.0007,0,375.00,NVDA201224P00375000,0.109999999403954,-0.01,0,0.2,10,0.6372,-0.0028,0.0001,31
Thu Dec 24 2020,NVDA201224C00380000,159.274993896484,0,162.5,165.95,0,0.02,1,0.0007,0,380.00,NVDA201224P00380000,0.109999999403954,-0.03,0,0.2,1,0.6296,-0.0034,0.0001,14
Thu Dec 24 2020,NVDA201224C00385000,154.274993896484,0,157.5,161.1,0,0.02,1,0.0007,5,385.00,NVDA201224P00385000,0.0750000001862645,0,0,0.2,0,0.6086,-0.0035,0.0001,6
Thu Dec 24 2020,NVDA201224C00390000,149.349998474121,0,152.5,156.15,0,0.02,1,0.0008,0,390.00,NVDA201224P00390000,0.10499999858439,-0.025,0,0.2,2,0.5797,-0.0033,0.0001,17
Thu Dec 24 2020,NVDA201224C00395000,144.349998474121,0,147.5,150.95,0,0.02,1,0.0008,0,395.00,NVDA201224P00395000,0.100000000558794,0,0.02,0.2,0,0.5874,-0.0049,0.0002,6
Thu Dec 24 2020,NVDA201224C00400000,139.349998474121,0,142.45,146.25,0,0.02,1,0.0008,7,400.00,NVDA201224P00400000,0.0950000025331974,0,0.03,0.2,0,0.557,-0.0045,0.0002,35
Thu Dec 24 2020,NVDA201224C00405000,134.275001525879,0,137.45,141,0,0.02,1,0.0009,0,405.00,NVDA201224P00405000,0.120000001043081,0,0,0.2,0,0.5301,-0.0042,0.0002,5
Thu Dec 24 2020,NVDA201224C00410000,129.475002288818,0,132.45,136,0,0.02,1,0.0009,0,410.00,NVDA201224P00410000,0.12499999627471,0.025,0.02,0.19,20,0.5155,-0.0047,0.0002,24
Thu Dec 24 2020,NVDA201224C00415000,124.424999237061,0,127.45,131.4,0,0.02,0.9993,0,1,415.00,NVDA201224P00415000,0.129999997094274,0,0,0.23,0,0.5068,-0.0058,0.0003,26
Thu Dec 24 2020,NVDA201224C00420000,119.5,0,122.45,126.35,0,0.02,1,0.001,13,420.00,NVDA201224P00420000,0.190000005066395,-0.04,0.03,0.23,33,0.4925,-0.0064,0.0003,73
Thu Dec 24 2020,NVDA201224C00425000,114.424999237061,0,117.45,121.35,0,0.02,1,0.001,0,425.00,NVDA201224P00425000,0.195000004023314,-0.045,0.02,0.27,2,0.4863,-0.0082,0.0004,175
Thu Dec 24 2020,NVDA201224C00430000,109.549999237061,0,112.45,116.35,0,0.02,1,0.0011,1,430.00,NVDA201224P00430000,0.255000002682209,-0.075,0.06,0.29,22,0.4745,-0.0095,0.0005,71
Thu Dec 24 2020,NVDA201224C00435000,104.700000762939,0,107.45,111.45,0,0.02,0.9645,0.0011,0,435.00,NVDA201224P00435000,0.375,0,0.09,0.34,0,0.4717,-0.0125,0.0006,89
Thu Dec 24 2020,NVDA201224C00440000,99.6749992370606,0,102.45,106.35,0,0.02,1,0.0012,16,440.00,NVDA201224P00440000,0.424999997019768,-0.165,0.14,0.39,1,0.4557,-0.0137,0.0007,93
Thu Dec 24 2020,NVDA201224C00445000,94.3250007629394,0,97.5,100.4,0,0.02,1,0.0006,0,445.00,NVDA201224P00445000,0.514999985694885,-0.195,0.22,0.44,6,0.4433,-0.0159,0.0008,147
Thu Dec 24 2020,NVDA201224C00450000,89.4249992370606,0,92.5,95.5,0,0.02,1,0.0013,27,450.00,NVDA201224P00450000,0.675000011920929,-0.255,0.29,0.54,58,0.4424,-0.0209,0.001,196
Thu Dec 24 2020,NVDA201224C00455000,85,0,87.55,92,0,0.02,1,0.0015,0,455.00,NVDA201224P00455000,0.810000002384186,-0.37,0.37,0.64,25,0.4372,-0.0262,0.0012,157
Thu Dec 24 2020,NVDA201224C00460000,80.25,0,82.6,86.9,0,0.02,1,0.0016,33,460.00,NVDA201224P00460000,0.995000004768372,-0.385,0.53,0.77,46,0.4257,-0.0306,0.0014,197
Thu Dec 24 2020,NVDA201224C00465000,75.625,0,77.7,81.9,0,0.02,1,0.0018,2,465.00,NVDA201224P00465000,1.26500004529953,-0.385,0.65,0.93,41,0.4228,-0.0387,0.0017,197
Thu Dec 24 2020,NVDA201224C00470000,70.8999977111816,0,73,77.5,0,0.02,1,0.0022,7,470.00,NVDA201224P00470000,1.51499998569489,-0.515,0.77,1.13,101,0.4185,-0.048,0.002,287
Thu Dec 24 2020,NVDA201224C00475000,66.2750015258789,0,69.6,72.5,0,0.02,1,0.0027,126,475.00,NVDA201224P00475000,1.94000005722046,-0.64,1.2,1.35,84,0.4137,-0.0589,0.0024,319
Thu Dec 24 2020,NVDA201224C00480000,60.9749984741211,0,63.2,66.35,0,0.02,0.9545,0.0023,38,480.00,NVDA201224P00480000,2.35000002384186,-0.79,1.28,1.59,147,0.41,-0.0722,0.0029,468
Thu Dec 24 2020,NVDA201224C00485000,57.9250011444092,0,60.65,63.05,0,0.3096,0.9595,0.0024,141,485.00,NVDA201224P00485000,2.9799998998642,-0.95,1.8,2.09,98,0.4075,-0.0885,0.0033,227
Thu Dec 24 2020,NVDA201224C00490000,53.6499996185303,0,56.4,57.4,0,0.3118,0.9432,0.0031,94,490.00,NVDA201224P00490000,3.60000002384186,-1.25,2.23,2.48,220,0.4046,-0.1071,0.0039,359
Thu Dec 24 2020,NVDA201224C00495000,49.4250011444092,5.675,52,53.05,2,0.3521,0.8993,0.0042,48,495.00,NVDA201224P00495000,4.40000009536743,-1.22,2.87,3.1,89,0.4027,-0.1291,0.0044,249
Thu Dec 24 2020,NVDA201224C00497500,46.4249992370606,0,47.25,50.6,0,0.2914,0.9263,0.004,4,497.50,NVDA201224P00497500,4.79999995231628,-1.1,3.1,3.35,52,0.4002,-0.1403,0.0047,133
Thu Dec 24 2020,NVDA201224C00500000,44.5250015258789,6.325,45.9,48.35,1,0.3082,0.903,0.0047,126,500.00,NVDA201224P00500000,5.25,-1.6,3.3,3.75,90,0.4004,-0.1537,0.005,398
Thu Dec 24 2020,NVDA201224C00502500,42.6500015258789,0,44.7,46.8,0,0.3304,0.8743,0.0053,6,502.50,NVDA201224P00502500,5.84999990463257,-1.3,3.75,4.3,6,0.398,-0.1678,0.0054,9
Thu Dec 24 2020,NVDA201224C00505000,41.3999996185303,1.25,43.7,44.7,1,0.3538,0.844,0.0057,42,505.00,NVDA201224P00505000,6.47499990463257,-1.645,4.35,4.75,59,0.4003,-0.1825,0.0056,100
Thu Dec 24 2020,NVDA201224C00507500,38.9750003814697,0,39.35,42.6,0,0.3475,0.8321,0.0061,1,507.50,NVDA201224P00507500,7.02500009536743,-1.995,4.7,5.25,11,0.3976,-0.1966,0.0059,38
Thu Dec 24 2020,NVDA201224C00510000,36.8249988555908,4.175,39.2,40.35,3,0.3416,0.8189,0.0065,33,510.00,NVDA201224P00510000,7.72500014305115,-1.595,5.1,5.7,89,0.399,-0.2136,0.0062,142
Thu Dec 24 2020,NVDA201224C00512500,35.6499996185303,0,37.85,38.9,0,0.3476,0.7973,0.0069,14,512.50,NVDA201224P00512500,8.375,-1.775,5.9,6.4,20,0.3987,-0.2308,0.0065,87
Thu Dec 24 2020,NVDA201224C00515000,33.6500015258789,4.25,35.05,36.4,1,0.3395,0.7834,0.0073,79,515.00,NVDA201224P00515000,9.05000019073486,-1.92,6.45,6.8,15,0.3974,-0.2472,0.0068,96
Thu Dec 24 2020,NVDA201224C00517500,31.75,5.25,32.15,34.85,1,0.3533,0.7558,0.0075,66,517.50,NVDA201224P00517500,9.97499990463257,-2.325,7.05,7.65,3,0.3976,-0.2675,0.007,89
Thu Dec 24 2020,NVDA201224C00520000,30.4750003814697,1.845,32.3,33.05,15,0.3562,0.7341,0.0078,1117,520.00,NVDA201224P00520000,10.75,-2.47,7.9,8.45,56,0.3992,-0.2849,0.0072,126
Thu Dec 24 2020,NVDA201224C00522500,28.9749994277954,0,30.55,31.35,0,0.3616,0.7108,0.008,52,522.50,NVDA201224P00522500,11.8499999046326,-2.54,8.65,9.35,35,0.399,-0.3039,0.0075,93
Thu Dec 24 2020,NVDA201224C00525000,26.9000005722046,1.2,27.3,29.4,26,0.3442,0.697,0.0086,90,525.00,NVDA201224P00525000,12.5250000953674,-2.665,9.15,9.8,62,0.3957,-0.3224,0.0077,93
Thu Dec 24 2020,NVDA201224C00527500,25.6749992370605,1.395,26.95,27.9,4,0.3607,0.6682,0.0085,108,527.50,NVDA201224P00527500,13.4750003814697,-2.305,10.25,11,10,0.3972,-0.343,0.0079,44
Thu Dec 24 2020,NVDA201224C00530000,24,0.83,24.65,26.1,10,0.355,0.6476,0.0089,213,530.00,NVDA201224P00530000,14.5999999046326,-2.94,10.7,11.6,76,0.3969,-0.3634,0.008,172
Thu Dec 24 2020,NVDA201224C00532500,22.6750001907349,1.005,23.9,24.6,225,0.356,0.6244,0.0091,139,532.50,NVDA201224P00532500,15.5249996185303,-2.805,12.05,12.6,4,0.3965,-0.3842,0.0082,66
Thu Dec 24 2020,NVDA201224C00535000,21.3249998092651,-0.125,22.45,23,231,0.3567,0.601,0.0092,177,535.00,NVDA201224P00535000,16.8499994277954,-2.65,12.9,13.65,9,0.3971,-0.4053,0.0083,142
Thu Dec 24 2020,NVDA201224C00537500,20.25,0.69,21,22.35,26,0.3616,0.5768,0.0092,71,537.50,NVDA201224P00537500,18.1500005722046,-2.62,13.95,15.3,18,0.3994,-0.4267,0.0083,40
Thu Dec 24 2020,NVDA201224C00540000,19.0249996185303,0.175,20,20.95,86,0.3657,0.5532,0.0092,273,540.00,NVDA201224P00540000,19.4250001907349,-2.745,15.45,16.65,66,0.4036,-0.448,0.0083,87
Thu Dec 24 2020,NVDA201224C00542500,17.875,-0.275,18.5,19.6,45,0.3652,0.5301,0.0093,154,542.50,NVDA201224P00542500,20.9250001907349,-3.795,16.15,17.95,10,0.4029,-0.469,0.0084,18
Thu Dec 24 2020,NVDA201224C00545000,16.6500005722046,1.15,16.95,18.3,257,0.367,0.5062,0.0092,147,545.00,NVDA201224P00545000,22.0749998092651,-2.905,17.95,19.3,5,0.4021,-0.4901,0.0084,69
Thu Dec 24 2020,NVDA201224C00547500,15.5250000953674,0.475,15.9,17.05,130,0.3674,0.484,0.0092,81,547.50,NVDA201224P00547500,23.8000001907349,-2.2,18.75,20.7,9,0.405,-0.5108,0.0084,16
Thu Dec 24 2020,NVDA201224C00550000,14.5,1,14.95,15.5,123,0.3686,0.4614,0.0092,212,550.00,NVDA201224P00550000,25.2999992370605,-3.43,20.8,22.15,7,0.4057,-0.5314,0.0083,21
Thu Dec 24 2020,NVDA201224C00552500,13.5249996185303,-0.325,13.75,15.1,10,0.3702,0.4393,0.0091,44,552.50,NVDA201224P00552500,26.8249998092651,0,21.45,23.7,0,0.4086,-0.5513,0.0082,8
Thu Dec 24 2020,NVDA201224C00555000,12.6999998092651,0,12.6,13.9,11,0.3717,0.4176,0.0089,53,555.00,NVDA201224P00555000,28.6000003814697,-2.87,23.3,25.3,2,0.4093,-0.5712,0.0081,40
Thu Dec 24 2020,NVDA201224C00557500,11.7749996185303,0.225,11.85,13,16,0.3753,0.3972,0.0087,21,557.50,NVDA201224P00557500,30.1999998092651,0,24.55,26.95,0,0.4128,-0.59,0.008,4
Thu Dec 24 2020,NVDA201224C00560000,11.1500000953674,-0.65,10.9,12,73,0.3747,0.3739,0.0086,155,560.00,NVDA201224P00560000,31.9749994277954,-2.995,26.5,28.65,1,0.4098,-0.6104,0.008,33
Thu Dec 24 2020,NVDA201224C00562500,10.25,-0.43,10.05,11,2,0.3773,0.3538,0.0084,39,562.50,NVDA201224P00562500,33.3249988555908,0,28.3,30.4,0,0.4051,-0.6315,0.0079,8
Thu Dec 24 2020,NVDA201224C00565000,9.55000019073486,0.25,9.35,10.3,27,0.3752,0.3328,0.0082,63,565.00,NVDA201224P00565000,35.125,-2.275,30.1,32.2,1,0.4199,-0.6441,0.0075,7
Thu Dec 24 2020,NVDA201224C00567500,8.89999961853027,-0.1,8.6,9.85,7,0.3769,0.3158,0.008,21,567.50,NVDA201224P00567500,37.1499996185303,-5.95,31.65,34.1,2,0.4159,-0.6639,0.0074,20
Thu Dec 24 2020,NVDA201224C00570000,8.34999990463257,0.05,8.4,9.1,78,0.378,0.2975,0.0078,176,570.00,NVDA201224P00570000,39.25,-3.6,33.75,36,1,0.4251,-0.6771,0.0072,31
Thu Dec 24 2020,NVDA201224C00572500,7.77499985694885,-0.375,7.35,8.2,26,0.3789,0.2796,0.0075,47,572.50,NVDA201224P00572500,41.125,0,35.4,37.95,0,0.418,-0.6976,0.0071,10
Thu Dec 24 2020,NVDA201224C00575000,7.22499990463257,-0.705,6.95,7.65,66,0.3798,0.2626,0.0073,188,575.00,NVDA201224P00575000,43.0499992370606,0,37,39.95,0,0.4287,-0.7086,0.0068,5
Thu Dec 24 2020,NVDA201224C00580000,6.19999980926514,-0.2,5.8,6.55,38,0.3835,0.2324,0.0068,202,580.00,NVDA201224P00580000,46.75,0,41.1,44.1,0,0.4281,-0.7401,0.0064,17
Thu Dec 24 2020,NVDA201224C00585000,5.34999990463257,0.3,4.9,5.6,13,0.3886,0.2054,0.0062,150,585.00,NVDA201224P00585000,51.0500011444092,0,45.1,48.35,0,0.4408,-0.7619,0.006,11
Thu Dec 24 2020,NVDA201224C00590000,4.60000014305115,-0.29,4.25,4.8,42,0.3926,0.1788,0.0057,153,590.00,NVDA201224P00590000,55.3250007629394,-3.225,49.35,52.8,1,0.4418,-0.788,0.0056,4
Thu Dec 24 2020,NVDA201224C00595000,4,-0.48,3.6,4.2,11,0.3947,0.157,0.0052,132,595.00,NVDA201224P00595000,59.3250007629394,0,53.8,57.3,0,0.4462,-0.81,0.0052,1
Thu Dec 24 2020,NVDA201224C00600000,3.45000004768372,-0.1,3.1,3.4,1698,0.3981,0.1367,0.0047,1897,600.00,NVDA201224P00600000,63.7749977111816,0,58.25,61.8,0,0.452,-0.8292,0.0048,145
Thu Dec 24 2020,NVDA201224C00605000,3.02500009536743,-0.425,2.55,2.96,33,0.4019,0.1187,0.0042,38,605.00,NVDA201224P00605000,68.3499984741211,-6.47,61.6,66,1,0.4507,-0.8511,0.0044,0
Thu Dec 24 2020,NVDA201224C00610000,2.54500007629395,-0.295,2.17,2.56,38,0.4056,0.1035,0.0038,144,610.00,NVDA201224P00610000,72.9000015258789,0,66.6,70.85,0,0.4718,-0.8574,0.004,125
Thu Dec 24 2020,NVDA201224C00615000,2.29499995708466,-0.215,2.05,2.22,18,0.4143,0.0926,0.0034,159,615.00,NVDA201224P00615000,77.8249969482422,0,72.1,75.45,0,0.5068,-0.8559,0.0038,0
Thu Dec 24 2020,NVDA201224C00620000,1.94999998807907,-0.35,1.61,1.92,21,0.4147,0.0787,0.003,126,620.00,NVDA201224P00620000,81.9250030517578,0,75.55,79.4,0,0.4647,-0.8942,0.0033,1
Thu Dec 24 2020,NVDA201224C00625000,1.68999999761581,-0.21,1.39,1.8,1,0.4249,0.0715,0.0027,30,625.00,NVDA201224P00625000,87,0,80,84.8,0,0.496,-0.892,0.0032,0
Thu Dec 24 2020,NVDA201224C00630000,1.51999998092651,-0.19,1.21,1.57,19,0.4298,0.0626,0.0024,52,630.00,NVDA201224P00630000,92.4500007629394,0,85.2,89.5,0,0.5128,-0.8971,0.003,0
Thu Dec 24 2020,NVDA201224C00635000,1.36500000953674,-0.305,1.06,1.31,2,0.4394,0.0561,0.0022,27,635.00,NVDA201224P00635000,97.2249984741211,0,90.05,94.35,0,0.5302,-0.9012,0.0028,0
Thu Dec 24 2020,NVDA201224C00640000,1.23499995470047,0.155,0.93,1.21,2,0.4482,0.0515,0.002,44,640.00,NVDA201224P00640000,101.5,0,94.55,99,0,0.5233,-0.9156,0.0025,1
Thu Dec 24 2020,NVDA201224C00645000,1.07500001788139,-0.045,0.83,1.11,5,0.4545,0.0461,0.0018,8,645.00,NVDA201224P00645000,106.400001525879,0,99.5,104,0,0.5433,-0.9173,0.0024,0
Thu Dec 24 2020,NVDA201224C00650000,0.995000004768372,-0.115,0.74,0.99,5,0.4615,0.0414,0.0016,71,650.00,NVDA201224P00650000,111.275001525879,0,104.5,108.85,0,0.5405,-0.9279,0.0021,0
Thu Dec 24 2020,NVDA201224C00660000,0.825000017881394,-0.155,0.6,0.87,3,0.4721,0.0326,0.0013,3327,660.00,NVDA201224P00660000,121.075000762939,0,114.55,118.6,0,0.5756,-0.9314,0.0019,0
Thu Dec 24 2020,NVDA201224C00670000,0.639999985694885,0,0.49,0.75,0,0.4877,0.0272,0.0011,75,670.00,NVDA201224P00670000,130.900001525879,0,124.5,128.45,0,0.6038,-0.9366,0.0017,0
Thu Dec 24 2020,NVDA201224C00680000,0.614999979734421,-0.115,0.4,0.64,6,0.4996,0.0221,0.0009,15,680.00,NVDA201224P00680000,140.849998474121,0,134.25,138.3,0,0.6546,-0.9334,0.0017,0
